,index,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
404,404,Alfonzo McKinnie,SF,29,CHI,8,0,14.8,2.0,4.8,.421,1.1,2.6,.429,0.9,2.1,.412,.539,0.0,0.3,.000,1.1,0.9,2.0,0.4,0.3,0.3,0.8,1.8,5.1
405,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,406,JaQuori McLaughlin,PG,24,DAL,4,0,2.8,0.0,0.5,.000,0.0,0.3,.000,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3,0.0
407,407,Jordan McLaughlin,PG,25,MIN,28,2,11.2,0.8,2.6,.284,0.1,1.0,.143,0.6,1.6,.370,.311,0.5,0.8,.682,0.2,0.9,1.1,2.4,0.6,0.0,0.7,0.5,2.2
408,408,Ben McLemore,SG,28,POR,23,2,15.8,2.8,6.5,.436,2.1,5.1,.419,0.7,1.4,.500,.601,0.6,0.7,.867,0.3,1.0,1.3,0.7,0.3,0.1,0.6,1.3,8.3
409,409,De'Anthony Melton,SG,23,MEM,34,13,23.5,3.6,9.2,.391,1.5,4.8,.317,2.1,4.4,.473,.474,1.1,1.4,.750,1.0,3.4,4.4,2.9,1.6,0.6,1.6,1.9,9.8
410,410,Sam Merrill,SG,25,MEM,6,0,9.7,1.3,4.0,.333,1.2,3.8,.304,0.2,0.2,1.000,.479,0.3,0.7,.500,0.2,1.0,1.2,0.7,0.0,0.0,0.3,0.5,4.2
411,411,Chimezie Metu,C,24,SAC,28,17,22.8,3.5,8.5,.416,1.1,3.8,.280,2.5,4.7,.527,.479,1.1,1.4,.789,0.7,5.6,6.3,1.1,0.9,0.7,0.9,1.4,9.2
412,412,Khris Middleton,SF,30,MIL,31,31,31.5,6.4,14.9,.432,2.3,6.2,.377,4.1,8.7,.470,.510,3.9,4.5,.884,0.7,4.8,5.5,5.3,1.1,0.2,3.2,2.3,19.1
413,413,C.J. Miles,SG,34,BOS,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
414,414,Patty Mills,PG,33,BRK,40,23,30.8,4.7,10.8,.434,3.2,7.6,.421,1.5,3.2,.465,.582,0.7,0.8,.871,0.3,1.8,2.1,2.6,0.6,0.3,1.1,1.4,13.2
415,415,Paul Millsap,PF,36,BRK,23,0,10.9,1.2,3.4,.354,0.3,1.1,.231,1.0,2.3,.415,.392,0.5,0.7,.706,1.1,2.3,3.4,1.0,0.2,0.3,0.4,2.0,3.2
416,416,Shake Milton,PG,25,PHI,27,6,24.7,4.0,9.4,.429,0.9,2.9,.316,3.1,6.5,.480,.478,1.5,1.8,.854,0.5,2.5,3.0,2.8,0.7,0.4,1.1,2.1,10.5
417,417,Davion Mitchell,PG,23,SAC,38,1,24.6,3.7,9.4,.389,1.1,3.7,.298,2.6,5.7,.449,.448,0.6,0.9,.647,0.5,1.7,2.2,3.2,0.7,0.2,1.0,1.8,9.0
418,418,Donovan Mitchell,SG,25,UTA,38,38,33.4,9.3,20.6,.453,3.3,9.4,.346,6.1,11.2,.542,.532,3.7,4.2,.882,0.8,3.0,3.8,5.1,1.6,0.2,2.9,2.6,25.7
419,419,Evan Mobley,PF,20,CLE,34,34,34.1,6.1,12.0,.507,0.4,1.5,.294,5.6,10.5,.538,.526,2.2,3.1,.724,1.7,6.4,8.1,2.7,0.8,1.7,1.8,2.1,14.9
420,420,Malik Monk,SG,23,LAL,37,10,26.1,4.5,9.5,.474,2.2,5.4,.408,2.3,4.0,.564,.591,1.1,1.3,.851,0.5,2.5,3.0,2.2,0.7,0.5,1.3,1.5,12.3
421,421,Greg Monroe,C,31,TOT,5,0,16.2,2.6,4.4,.591,0.0,0.0,,2.6,4.4,.591,.591,0.4,1.0,.400,2.4,3.8,6.2,2.4,0.6,1.0,1.2,1.8,5.6
422,422,Greg Monroe,C,31,MIN,3,0,21.0,3.0,4.7,.643,0.0,0.0,,3.0,4.7,.643,.643,0.7,1.7,.400,1.7,5.3,7.0,3.7,0.7,1.3,1.3,2.3,6.7
423,423,Greg Monroe,C,31,WAS,2,0,9.0,2.0,4.0,.500,0.0,0.0,,2.0,4.0,.500,.500,0.0,0.0,,3.5,1.5,5.0,0.5,0.5,0.5,1.0,1.0,4.0
424,424,Moses Moody,SG,19,GSW,25,1,7.0,0.8,2.2,.357,0.2,1.2,.129,0.6,1.0,.640,.393,0.3,0.4,.727,0.2,0.9,1.0,0.3,0.1,0.2,0.2,0.4,2.1
425,425,Xavier Moon,SG,27,LAC,5,0,13.8,2.2,6.0,.367,0.2,1.6,.125,2.0,4.4,.455,.383,0.0,0.0,,0.2,1.6,1.8,1.2,1.0,0.2,0.4,0.6,4.6
426,426,Matt Mooney,SG,24,NYK,1,0,2.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
427,427,Ja Morant,PG,22,MEM,30,30,32.4,9.2,18.9,.489,1.6,4.1,.379,7.7,14.7,.520,.531,4.8,6.3,.767,1.3,4.4,5.7,6.7,1.3,0.5,3.1,1.3,24.9
428,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,429,Juwan Morgan,PF,24,TOR,1,0,27.0,2.0,3.0,.667,1.0,2.0,.500,1.0,1.0,1.000,.833,0.0,0.0,,2.0,2.0,4.0,1.0,0.0,0.0,0.0,3.0,5.0
430,430,Jaylen Morris,SG,26,SAS,3,0,5.3,0.0,2.0,.000,0.0,0.7,.000,0.0,1.3,.000,.000,0.7,1.3,.500,0.0,0.7,0.7,0.7,0.0,0.0,0.3,0.7,0.7
431,431,Marcus Morris,PF,32,LAC,21,21,30.3,5.8,13.3,.437,2.0,5.3,.375,3.8,8.0,.479,.513,2.6,3.0,.871,0.6,4.4,5.0,2.1,0.5,0.3,1.3,2.3,16.2
432,432,Markieff Morris,PF,32,MIA,10,0,18.7,3.2,7.0,.457,0.8,2.2,.364,2.4,4.8,.500,.514,0.5,0.5,1.000,1.3,1.5,2.8,1.4,0.3,0.1,1.2,2.2,7.7
433,433,Monte Morris,PG,26,DEN,36,35,30.0,5.2,10.8,.481,1.7,4.4,.384,3.5,6.4,.548,.559,0.6,0.8,.724,0.3,2.4,2.7,4.2,0.7,0.1,1.3,1.4,12.7
434,434,Emmanuel Mudiay,PG,25,SAC,2,0,5.5,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,1.5,2.0,.750,0.0,0.0,0.0,2.0,0.5,0.0,0.5,0.5,1.5
435,435,Mychal Mulder,PG,27,ORL,15,2,13.0,1.3,4.5,.299,0.9,3.1,.283,0.5,1.4,.333,.396,0.1,0.1,1.000,0.1,1.3,1.4,0.2,0.3,0.1,0.5,0.8,3.7
436,436,Ade Murkey,SG,24,SAC,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,437,Trey Murphy III,SF,21,NOP,34,0,13.4,1.3,3.9,.336,1.0,2.9,.340,0.3,1.0,.324,.462,0.4,0.4,.867,0.6,1.5,2.1,0.6,0.3,0.1,0.3,1.0,3.9
438,438,Dejounte Murray,PG,25,SAS,36,36,34.3,7.8,17.7,.442,1.4,4.3,.338,6.4,13.4,.475,.483,1.7,2.4,.709,1.2,7.0,8.2,8.9,2.1,0.4,2.4,2.1,18.8
439,439,Mike Muscala,C,30,OKC,33,0,13.8,2.6,5.8,.447,1.6,3.8,.419,1.0,2.0,.500,.584,1.3,1.5,.875,0.5,2.6,3.1,0.5,0.4,0.6,0.3,1.3,8.0
440,440,Svi Mykhailiuk,SF,24,TOR,36,5,17.4,2.3,5.5,.414,1.0,3.0,.324,1.3,2.5,.522,.503,0.8,0.9,.844,0.5,1.8,2.4,1.1,0.6,0.1,0.8,1.3,6.3
441,441,Abdel Nader,SF,28,PHO,14,0,10.4,0.9,2.5,.343,0.3,1.0,.286,0.6,1.5,.381,.400,0.4,0.7,.600,0.3,1.6,1.9,0.5,0.6,0.3,0.8,1.4,2.4
442,442,Larry Nance Jr.,PF,29,POR,37,11,23.2,2.8,5.4,.515,0.5,1.7,.306,2.2,3.7,.610,.563,0.9,1.3,.653,1.6,4.1,5.6,2.0,1.0,0.4,0.7,1.8,6.9
443,443,RJ Nembhard Jr.,SG,22,CLE,6,0,7.0,0.8,1.8,.455,0.0,0.2,.000,0.8,1.7,.500,.455,0.2,0.3,.500,0.0,0.3,0.3,1.7,0.0,0.0,0.2,0.3,1.8
444,444,Aaron Nesmith,SF,22,BOS,29,1,10.4,1.1,3.2,.344,0.5,2.2,.234,0.6,1.0,.586,.425,0.2,0.3,.778,0.3,1.3,1.6,0.3,0.3,0.0,0.6,1.3,3.0
445,445,Raul Neto,PG,29,WAS,36,0,20.4,3.1,6.9,.444,0.4,1.7,.226,2.7,5.2,.516,.472,1.2,1.6,.750,0.2,1.9,2.1,2.7,0.7,0.0,1.2,1.6,7.7
446,446,Malik Newman,PG,24,CLE,1,0,8.0,3.0,5.0,.600,0.0,1.0,.000,3.0,4.0,.750,.600,2.0,2.0,1.000,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,8.0
447,447,Georges Niang,PF,28,PHI,36,5,22.8,3.6,8.0,.443,2.0,5.0,.397,1.6,3.1,.518,.566,0.8,1.0,.857,0.3,2.3,2.6,1.3,0.5,0.2,0.8,2.6,9.9
448,448,Daishen Nix,SG,19,HOU,8,0,8.4,1.6,2.5,.650,0.4,0.9,.429,1.3,1.6,.769,.725,0.1,0.4,.333,0.1,1.1,1.3,1.3,0.9,0.0,1.1,0.4,3.8
449,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,450,Zeke Nnaji,PF,21,DEN,23,0,14.7,2.0,4.2,.464,0.9,1.9,.477,1.0,2.3,.453,.572,0.9,1.5,.571,1.0,2.0,3.0,0.3,0.2,0.3,0.3,1.6,5.7
451,451,Nerlens Noel,C,27,NYK,18,10,23.0,1.3,2.6,.511,0.0,0.2,.000,1.3,2.4,.545,.511,0.8,1.0,.833,2.2,3.7,5.8,0.8,1.1,1.5,0.8,2.7,3.5
452,452,Jaylen Nowell,SG,22,MIN,27,0,13.5,3.0,6.3,.473,0.7,2.1,.345,2.2,4.1,.541,.533,0.9,1.2,.719,0.3,1.6,1.9,2.0,0.6,0.2,0.5,1.0,7.5
453,453,Frank Ntilikina,PG,23,DAL,31,5,14.1,1.7,4.5,.376,0.8,2.3,.347,0.9,2.2,.406,.465,0.6,0.6,1.000,0.2,1.3,1.5,1.5,0.7,0.1,0.6,1.2,4.8
454,454,Jusuf Nurkić,C,27,POR,37,37,26.5,5.2,9.5,.541,0.2,0.9,.229,4.9,8.6,.575,.552,3.0,4.2,.716,2.4,7.8,10.2,2.6,1.1,0.5,2.2,3.3,13.5
455,455,David Nwaba,SF,29,HOU,33,4,14.2,2.0,4.3,.475,0.3,1.1,.286,1.7,3.2,.538,.511,1.0,1.4,.702,0.9,3.0,3.9,0.8,0.7,0.5,0.5,1.2,5.4
456,456,Jordan Nwora,SF,23,MIL,33,9,21.2,3.5,8.4,.420,1.7,4.3,.390,1.8,4.1,.452,.520,0.4,0.5,.824,0.8,3.3,4.1,1.1,0.5,0.4,1.1,1.2,9.1
457,457,Royce O'Neale,SF,28,UTA,39,39,31.5,2.7,5.5,.488,1.4,3.6,.403,1.2,1.9,.649,.620,0.6,0.8,.710,0.8,4.2,5.0,2.5,1.4,0.5,0.9,2.5,7.3
458,458,Semi Ojeleye,PF,27,MIL,16,0,17.9,0.9,4.1,.212,0.5,2.4,.211,0.4,1.8,.214,.273,0.6,0.7,.818,1.6,2.0,3.6,0.3,0.3,0.3,0.3,1.6,2.8
459,459,Chuma Okeke,PF,23,ORL,31,7,23.2,2.7,7.7,.353,1.0,4.2,.238,1.7,3.5,.491,.418,0.9,1.0,.875,0.7,3.6,4.3,1.4,1.3,0.4,0.9,1.4,7.3
460,460,Josh Okogie,SG,23,MIN,26,6,13.6,0.9,2.5,.354,0.3,1.2,.267,0.6,1.3,.429,.415,0.7,1.2,.613,0.9,1.3,2.2,0.7,0.6,0.3,0.6,1.3,2.8
461,461,Onyeka Okongwu,C,21,ATL,8,3,23.1,3.6,4.8,.763,0.0,0.0,,3.6,4.8,.763,.763,1.8,2.5,.700,2.1,4.1,6.3,1.1,0.6,1.3,1.3,3.6,9.0
462,462,Isaac Okoro,SF,21,CLE,27,23,28.4,3.3,7.3,.454,0.9,2.9,.321,2.4,4.4,.542,.518,1.5,2.1,.719,1.2,2.4,3.6,1.9,0.8,0.3,1.1,2.5,9.0
463,463,KZ Okpala,PF,22,MIA,21,0,11.6,1.4,3.3,.435,0.4,1.2,.346,1.0,2.0,.488,.500,0.4,0.5,.727,0.5,1.4,2.0,0.7,0.2,0.3,0.2,1.2,3.7
464,464,Cameron Oliver,SF,25,ATL,2,0,21.5,5.0,7.5,.667,0.5,1.5,.333,4.5,6.0,.750,.700,1.0,1.5,.667,1.0,2.0,3.0,1.5,0.5,0.5,0.0,2.5,11.5
465,465,Kelly Olynyk,C,30,DET,10,1,23.0,4.5,9.8,.459,1.4,4.1,.341,3.1,5.7,.544,.531,2.1,3.5,.600,1.3,4.0,5.3,2.3,1.4,0.7,1.5,2.7,12.5
466,466,Eugene Omoruyi,SF,24,DAL,4,0,4.5,0.5,1.3,.400,0.3,0.5,.500,0.3,0.8,.333,.500,0.5,1.0,.500,0.5,1.3,1.8,0.5,0.0,0.0,0.0,0.5,1.8
467,467,Miye Oni,SG,24,UTA,16,0,2.8,0.1,0.6,.222,0.1,0.5,.125,0.1,0.1,1.000,.278,0.0,0.1,.000,0.1,0.4,0.4,0.3,0.0,0.0,0.1,0.4,0.3
468,468,Cedi Osman,SF,26,CLE,30,0,23.2,4.0,8.9,.444,2.2,5.8,.387,1.7,3.2,.547,.569,1.2,1.7,.686,0.4,2.2,2.6,1.7,1.1,0.3,0.9,1.9,11.3
469,469,Daniel Oturu,C,22,TOR,3,0,9.0,1.0,2.0,.500,0.0,0.3,.000,1.0,1.7,.600,.500,1.0,1.7,.600,0.3,1.3,1.7,0.0,0.0,0.7,0.0,0.3,3.0
470,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,471,Kelly Oubre Jr.,SF,26,CHO,40,10,28.2,6.1,13.3,.458,2.9,7.8,.373,3.2,5.5,.580,.568,1.6,2.3,.674,1.0,3.0,3.9,1.2,1.1,0.4,1.1,2.5,16.6
472,472,Jaysean Paige,PG,27,DET,1,0,7.0,0.0,3.0,.000,0.0,2.0,.000,0.0,1.0,.000,.000,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0
473,473,Trayvon Palmer,SG,27,DET,1,0,17.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0
474,474,Kevin Pangos,PG,29,CLE,19,3,8.4,0.8,2.4,.333,0.3,1.4,.231,0.5,1.0,.474,.400,0.2,0.2,.750,0.1,0.5,0.6,1.6,0.1,0.0,0.4,0.5,2.1
475,475,Jabari Parker,PF,26,BOS,12,0,9.3,1.5,3.2,.474,0.7,1.3,.500,0.8,1.8,.455,.579,0.8,0.8,1.000,0.4,1.9,2.3,0.5,0.3,0.1,0.7,1.1,4.4
476,476,Eric Paschall,PF,25,UTA,29,1,12.1,1.7,3.5,.480,0.6,1.8,.308,1.1,1.7,.660,.559,1.0,1.3,.718,0.7,1.3,1.9,0.6,0.1,0.1,0.5,0.8,4.9
477,477,Chris Paul,PG,36,PHO,40,40,32.3,5.3,11.1,.474,1.0,3.0,.328,4.3,8.1,.528,.518,2.5,3.0,.835,0.4,4.0,4.3,10.1,2.0,0.3,2.3,2.2,14.0
478,478,Cameron Payne,PG,27,PHO,35,0,20.3,3.8,9.9,.388,1.1,3.4,.319,2.7,6.5,.425,.443,1.5,1.7,.864,0.4,2.4,2.8,3.6,0.6,0.3,1.9,1.9,10.2
479,479,Elfrid Payton,PG,27,PHO,21,0,12.1,1.7,4.1,.402,0.0,0.2,.200,1.6,3.9,.415,.408,0.4,0.7,.533,0.5,1.6,2.1,1.9,0.5,0.1,1.1,1.1,3.8
480,480,Gary Payton II,PG,29,GSW,39,8,17.0,3.3,5.1,.650,0.7,1.8,.420,2.6,3.4,.771,.723,0.6,1.0,.590,1.1,2.6,3.7,0.8,1.4,0.2,0.5,1.7,8.0
481,481,Norvel Pelle,C,28,UTA,3,0,6.3,1.0,1.7,.600,0.0,0.0,,1.0,1.7,.600,.600,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.3,0.7,0.3,2.0
482,482,Reggie Perry,PF,21,POR,2,0,20.5,2.0,4.5,.444,0.5,1.0,.500,1.5,3.5,.429,.500,1.0,1.0,1.000,1.0,2.5,3.5,1.0,0.5,0.0,0.5,3.0,5.5
483,483,Jamorko Pickett,PF,24,DET,6,0,7.8,0.2,1.7,.100,0.2,1.2,.143,0.0,0.5,.000,.150,0.0,0.0,,0.3,1.2,1.5,0.2,0.0,0.2,0.5,0.5,0.5
484,484,Theo Pinson,SF,26,DAL,11,0,8.5,0.7,2.5,.296,0.5,1.8,.250,0.3,0.6,.429,.389,0.4,0.4,1.000,0.0,1.5,1.5,1.1,0.4,0.2,0.2,0.8,2.3
485,485,Mason Plumlee,C,31,CHO,33,33,24.7,2.8,4.7,.606,0.0,0.0,.000,2.8,4.7,.610,.606,0.8,2.2,.380,2.3,4.7,7.0,2.8,0.8,0.8,1.1,3.0,6.5
486,486,Jakob Poeltl,C,26,SAS,34,33,28.6,5.7,9.6,.597,0.0,0.0,,5.7,9.6,.597,.597,1.0,2.6,.391,4.1,4.7,8.8,2.7,0.7,1.4,1.6,3.1,12.4
487,487,Aleksej Pokusevski,PF,20,OKC,36,2,15.1,1.9,5.4,.358,0.6,2.4,.230,1.4,2.9,.462,.409,0.2,0.4,.500,0.9,3.1,4.0,1.1,0.5,0.5,1.2,1.2,4.6
488,488,Yves Pons,SF,22,MEM,6,0,3.5,0.2,0.5,.333,0.2,0.2,1.000,0.0,0.3,.000,.500,0.0,0.3,.000,0.3,0.5,0.8,0.0,0.0,0.0,0.0,0.3,0.5
489,489,Jordan Poole,SG,22,GSW,34,29,29.6,6.0,13.5,.442,2.5,7.5,.333,3.5,6.0,.578,.535,2.8,3.1,.895,0.2,2.9,3.1,3.4,0.9,0.3,2.4,2.8,17.2
490,490,Kevin Porter Jr.,PG,21,HOU,27,27,29.7,4.3,11.7,.365,1.9,5.6,.331,2.4,6.1,.396,.444,2.1,3.4,.609,0.8,3.6,4.3,5.7,1.2,0.3,3.8,2.6,12.4
491,491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,492,Michael Porter Jr.,SF,23,DEN,9,9,29.4,4.1,11.4,.359,1.1,5.3,.208,3.0,6.1,.491,.408,0.6,1.0,.556,1.0,5.6,6.6,1.9,1.1,0.2,1.3,1.8,9.9
493,493,Otto Porter Jr.,PF,28,GSW,34,4,21.4,3.0,6.6,.460,1.5,3.9,.391,1.5,2.7,.560,.576,0.5,0.7,.708,1.1,4.0,5.1,1.5,1.0,0.5,0.6,1.3,8.1
494,494,Bobby Portis,C,26,MIL,34,29,28.4,5.9,12.3,.481,1.9,4.5,.428,4.0,7.8,.511,.559,1.6,2.1,.789,2.9,6.4,9.2,1.4,0.8,0.8,1.6,2.7,15.4
495,495,Kristaps Porziņģis,PF,26,DAL,26,26,30.4,7.2,16.0,.451,1.5,5.5,.282,5.7,10.5,.538,.499,4.7,5.3,.883,2.2,5.8,8.0,2.3,0.8,1.7,1.5,2.3,20.6
496,496,Micah Potter,C,23,DET,3,0,10.3,1.7,3.7,.455,0.0,0.7,.000,1.7,3.0,.556,.455,0.7,0.7,1.000,1.3,1.7,3.0,0.0,0.3,0.3,0.3,1.3,4.0
497,497,Dwight Powell,C,30,DAL,41,38,20.2,2.7,4.4,.609,0.3,0.7,.414,2.4,3.7,.647,.642,1.4,2.0,.711,2.0,2.5,4.5,1.1,0.5,0.4,0.8,2.4,7.0
498,498,Myles Powell,PG,24,PHI,6,0,6.3,0.8,2.2,.385,0.2,0.7,.250,0.7,1.5,.444,.423,0.3,0.3,1.000,0.2,0.7,0.8,0.3,0.2,0.0,0.5,1.0,2.2
499,499,Norman Powell,SF,28,POR,34,34,32.9,6.2,13.6,.455,2.2,5.5,.399,4.0,8.1,.493,.536,4.0,4.9,.820,0.4,2.5,2.9,2.1,1.0,0.4,1.5,2.3,18.6
500,500,Joshua Primo,SG,19,SAS,18,4,14.1,1.6,4.1,.392,0.8,2.2,.359,0.8,1.9,.429,.486,0.4,0.6,.800,0.4,1.2,1.6,1.4,0.4,0.5,0.8,0.9,4.4
501,501,Taurean Prince,PF,27,MIN,30,8,14.8,1.6,4.3,.380,0.9,2.8,.313,0.8,1.5,.500,.481,0.6,0.8,.739,0.4,1.6,2.0,0.9,0.4,0.2,0.6,1.5,4.7
502,502,Payton Pritchard,SG,24,BOS,32,2,13.5,1.8,4.9,.354,1.1,3.1,.360,0.6,1.8,.345,.468,0.3,0.3,1.000,0.4,1.5,1.8,1.8,0.2,0.1,0.7,0.9,4.9
503,503,Trevelin Queen,SG,24,HOU,8,0,8.6,1.6,3.6,.448,1.0,2.8,.364,0.6,0.9,.714,.586,0.4,0.4,1.000,0.6,1.1,1.8,0.4,0.6,0.0,0.9,0.8,4.6
504,504,Neemias Queta,C,22,SAC,5,0,7.0,0.8,2.4,.333,0.0,0.0,,0.8,2.4,.333,.333,0.6,0.8,.750,0.8,1.2,2.0,0.6,0.2,0.2,0.4,1.0,2.2
505,505,Immanuel Quickley,PG,22,NYK,38,2,22.6,3.5,8.9,.389,1.8,5.2,.347,1.7,3.8,.448,.490,1.7,1.9,.930,0.3,2.0,2.3,2.7,0.6,0.1,1.2,2.2,10.5
506,506,Jahmi'us Ramsey,SG,20,SAC,15,0,5.5,0.9,2.3,.412,0.1,0.7,.182,0.8,1.5,.522,.441,0.3,0.7,.500,0.1,0.3,0.3,0.2,0.1,0.1,0.1,0.3,2.3
507,507,Julius Randle,PF,27,NYK,40,40,35.5,6.9,16.6,.414,1.7,5.5,.312,5.2,11.1,.465,.466,3.5,4.6,.761,1.8,8.5,10.2,4.9,0.8,0.6,3.5,2.8,19.0
508,508,Austin Reaves,SG,23,LAL,23,0,20.6,2.3,4.3,.531,1.0,2.5,.386,1.3,1.8,.732,.643,1.0,1.1,.880,0.4,1.9,2.3,1.0,0.3,0.1,0.5,1.7,6.4
509,509,Cam Reddish,SF,22,ATL,34,7,23.4,4.1,10.1,.402,1.7,4.5,.379,2.4,5.6,.421,.487,2.1,2.4,.900,0.6,1.9,2.5,1.1,1.0,0.3,1.3,1.3,11.9
510,510,Davon Reed,SG,26,DEN,14,2,16.6,1.6,3.6,.431,0.6,1.6,.348,1.0,2.0,.500,.510,0.3,0.4,.800,0.5,2.7,3.2,1.3,1.1,0.1,0.3,1.7,4.0
511,511,Paul Reed,C,22,PHI,20,2,9.0,1.0,2.1,.476,0.0,0.2,.000,1.0,1.9,.526,.476,0.2,0.3,.500,1.0,1.3,2.3,0.5,0.6,0.5,0.4,1.4,2.2
512,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,513,Naz Reid,C,22,MIN,38,5,16.7,3.3,7.1,.465,0.8,2.5,.333,2.4,4.6,.538,.524,1.5,2.1,.722,1.5,2.5,4.0,0.7,0.5,0.9,1.0,2.3,8.9
514,514,Nick Richards,C,24,CHO,31,5,9.3,1.6,2.4,.685,0.0,0.0,,1.6,2.4,.685,.685,0.8,0.9,.828,0.9,1.3,2.2,0.4,0.3,0.6,0.6,1.4,4.0
515,515,Josh Richardson,SG,28,BOS,30,0,26.2,3.7,8.2,.451,1.4,3.5,.400,2.3,4.7,.489,.537,1.6,1.9,.845,0.6,2.1,2.7,1.5,0.9,0.5,0.8,2.0,10.4
516,516,Austin Rivers,SG,29,DEN,29,9,20.5,2.1,5.5,.384,1.1,3.6,.311,1.0,1.9,.518,.484,0.4,0.6,.611,0.4,1.5,1.9,1.1,0.5,0.1,0.8,1.6,5.7
517,517,Duncan Robinson,SG,27,MIA,38,35,28.3,4.1,10.6,.389,3.1,8.8,.357,1.0,1.8,.544,.537,0.7,0.9,.818,0.4,3.0,3.4,1.4,0.7,0.2,0.7,2.6,12.1
518,518,Justin Robinson,PG,24,TOT,25,0,12.2,1.1,3.7,.301,0.7,2.4,.295,0.4,1.3,.313,.398,0.2,0.3,.500,0.2,0.7,0.8,1.3,0.4,0.0,0.7,1.1,3.1
519,519,Justin Robinson,PG,24,MIL,17,0,11.6,1.1,3.4,.316,0.6,2.2,.270,0.5,1.2,.400,.404,0.1,0.1,1.000,0.1,0.6,0.8,1.2,0.5,0.0,0.6,1.0,2.8
520,520,Justin Robinson,PG,24,SAC,3,0,5.0,0.3,2.7,.125,0.0,1.0,.000,0.3,1.7,.200,.125,0.0,0.0,,0.0,0.3,0.3,0.7,0.0,0.0,0.3,0.7,0.7
521,521,Justin Robinson,PG,24,DET,5,0,18.2,1.8,5.6,.321,1.6,4.2,.381,0.2,1.4,.143,.464,0.4,1.2,.333,0.4,1.0,1.4,1.8,0.2,0.2,1.0,1.6,5.6
522,522,Mitchell Robinson,C,23,NYK,38,29,24.9,3.4,4.3,.791,0.0,0.0,,3.4,4.3,.791,.791,1.2,2.2,.561,3.4,4.7,8.1,0.4,0.5,1.6,0.8,2.7,8.0
523,523,Jeremiah Robinson-Earl,C,21,OKC,36,28,22.8,2.7,6.6,.415,1.2,3.4,.344,1.6,3.2,.491,.504,0.8,1.1,.692,1.7,3.9,5.6,0.9,0.5,0.3,0.9,1.6,7.4
524,524,Isaiah Roby,PF,23,OKC,18,5,13.7,2.6,4.7,.560,0.6,1.2,.500,2.0,3.4,.581,.625,0.9,1.2,.762,1.1,2.2,3.3,0.7,0.2,0.3,0.8,1.4,6.7
525,525,Rajon Rondo,PG,35,TOT,21,0,16.9,1.6,4.5,.347,0.7,2.1,.318,0.9,2.4,.373,.421,0.3,0.4,.750,0.5,2.4,2.9,3.9,0.7,0.2,2.0,1.5,4.1
526,526,Rajon Rondo,PG,35,LAL,18,0,16.1,1.3,3.9,.324,0.4,1.7,.267,0.8,2.3,.366,.380,0.1,0.1,.500,0.6,2.2,2.7,3.7,0.7,0.3,1.9,1.4,3.1
527,527,Rajon Rondo,PG,35,CLE,3,0,21.7,3.3,8.0,.417,2.0,4.7,.429,1.3,3.3,.400,.542,1.7,2.0,.833,0.3,3.7,4.0,4.7,1.0,0.0,2.3,2.0,10.3
528,528,Derrick Rose,PG,33,NYK,26,4,24.5,4.7,10.5,.445,1.4,3.5,.402,3.3,7.0,.467,.513,1.2,1.2,.968,0.8,2.2,3.0,4.0,0.8,0.5,1.5,0.6,12.0
529,529,Terrence Ross,SG,30,ORL,34,0,26.5,4.4,10.6,.416,1.5,4.8,.313,2.9,5.8,.500,.486,2.6,2.9,.870,0.4,2.4,2.8,2.2,0.6,0.3,1.5,1.4,12.9
530,530,Terry Rozier,SG,27,CHO,33,33,32.2,6.8,15.3,.442,2.9,7.5,.386,3.8,7.8,.496,.537,1.8,2.3,.800,0.7,3.2,3.9,3.5,1.2,0.4,1.2,1.4,18.2
531,531,Ricky Rubio,PG,31,CLE,34,8,28.5,4.4,12.1,.363,1.7,5.1,.339,2.6,7.0,.380,.434,2.6,3.0,.854,0.4,3.7,4.1,6.6,1.4,0.2,2.6,2.2,13.1
